plant_name,country,fuel_group,capacity_mw,latitude,longitude
Ordos Power Qipanjing power station,CHN,coal,1960.0,39.3857,106.9657
Ordos Resources Qipanjing power station,CHN,coal,660.0,39.3503,107.01
Ordos Shendong power station,CHN,coal,200.0,39.3293,110.1518
Panbei power station,CHN,coal,600.0,26.0645,104.5341
Panjin Liaohe Fortum power station,CHN,coal,60.0,41.2,122.0058
Panjin Xinli power station,CHN,coal,700.0,41.1366,122.1361
Pansan Coal Mine Methane,CHN,gas,8.0,32.38,116.59
Pansan power station,CHN,coal,270.0,32.8192,116.7428
Panshan power station,CHN,coal,2260.0,39.9793,117.4628
Panxian-1 power station,CHN,coal,1320.0,26.0106,104.5161
Panxian-2 power station,CHN,coal,2400.0,25.4692,104.5924
Peixian Coal,CHN,coal,33.0,34.7151,116.9109
Penny's Bay,CHN,oil,300.0,22.32,114.04
Penny's Bay Oil,CHN,oil,300.0,22.32,114.04
PetroChina Jinxi Refinery power station,CHN,coal,100.0,40.747,120.8084
Pingdingshan Luyang power station,CHN,coal,2060.0,33.8211,113.0146
Pingdingshan Ruiping power station,CHN,coal,270.0,34.1168,112.8184
Pingguo Aluminum power station,CHN,coal,90.0,23.339,107.5104
Pingshi power station,CHN,coal,600.0,25.2589,113.0655
Pingshuo Gangue power station,CHN,coal,700.0,39.4726,112.3225
PowerChina Huating power station,CHN,coal,290.0,35.1953,106.5689
Pucheng power station,CHN,coal,2580.0,34.9783,109.8
Puqi Xianning power station,CHN,coal,2600.0,29.6653,113.8734
Pushan-5 power station,CHN,coal,250.0,33.099,112.5552
Puyang Longfeng power station,CHN,coal,600.0,35.7695,115.2547
Puyang Pangking power station,CHN,coal,420.0,35.7528,114.9838
Qianbei power station,CHN,coal,1200.0,27.4757,106.2582
Qiandong power station,CHN,coal,1200.0,27.1251,108.7704
Qianwan Gas,CHN,gas,1170.0,22.51,113.85
Qianxi power station,CHN,coal,1860.0,27.0512,106.1261
Qiaotou power station,CHN,coal,270.0,36.9147,101.7062
Qilu Works power station,CHN,coal,490.0,36.7852,118.2131
Qingdao power station,CHN,coal,1200.0,36.1123,120.3291
Qinghai Datong power station,CHN,coal,600.0,36.9147,101.7061
Qinghai Wanxiang A&M power station,CHN,coal,700.0,36.5849,101.4945
Qingshan power station,CHN,coal,1030.0,30.6288,114.4368
Qingshuihe captive power station,CHN,coal,750.0,25.2818,104.8661
Qingtongxia Aluminum Works power station,CHN,coal,660.0,37.9238,105.9113
Qinhuangdao-2 power station,CHN,coal,1630.0,39.9456,119.6433
Qinxin Coal Mine Methane,CHN,gas,1.0,36.57,112.21
Qishuyan Gas,CHN,gas,1140.0,31.74,120.04
Qudong power station,CHN,coal,660.0,35.2446,113.8522
Qujing power station,CHN,coal,1200.0,25.6618,104.0667
Qunsheng power station,CHN,coal,100.0,35.1502,109.9308
Renqiu power station,CHN,coal,700.0,38.7453,116.1533
Rizhao Iron and Steel Cogen power station,CHN,coal,660.0,35.1562,119.3666
Rizhao power station,CHN,coal,2060.0,35.345,119.5111
Ronghai power station,CHN,coal,270.0,36.4998,112.9665
Rudong Coal,CHN,coal,45.0,32.3069,121.1443
Ruiming power station,CHN,coal,250.0,23.0791,113.4966
SDIC Dananhu power station,CHN,coal,1320.0,42.3055,93.3519
SDIC Jincheng power station,CHN,coal,600.0,35.4605,112.9255
SDIC Qinzhou power station,CHN,coal,3360.0,21.7012,108.625
SDIC Yili Yining Cogen power station,CHN,coal,660.0,43.9263,81.2211
SGCC Ewenki power station,CHN,coal,1200.0,48.7296,119.9407
Salaqi power station,CHN,coal,600.0,40.5334,110.5647
San Yuan Fu Da Coalmine Methane,CHN,gas,7.0,36.9389,113.2944
Sanhe Yanjiao power station,CHN,coal,1300.0,39.9528,116.8487
Sanshui Hengyi power station,CHN,coal,1200.0,23.0178,112.8436
Sdic Xiyang Baiyangling Coal Mine Methane,CHN,gas,16.0,37.2423,110.5106
Sdic Xiyang Huangyanhui Coal Mine Methane,CHN,gas,10.0,37.5906,113.6661
Shaanxi Beiyuan power station,CHN,coal,500.0,38.7366,110.1665
Shaanxi Tongchuan Huachen Coal Mine Methane,CHN,gas,7.0,35.2072,108.8025
Shaanxi Youser Yulin power station,CHN,coal,1650.0,38.2158,109.7282
Shahe power station,CHN,coal,1200.0,36.8535,114.3243
Shandong Chenming Mill power station,CHN,coal,255.0,36.8592,118.7001
Shandong Haihua Weifang power station,CHN,coal,150.0,37.1305,119.0328
Shandong Hualu Hengsheng power station,CHN,coal,174.0,37.4623,116.243
Shandong Huatai power station,CHN,coal,270.0,37.0091,118.4905
Shandong Jinling power station,CHN,coal,100.0,36.8499,118.1751
Shandong Laiwu Landfill,CHN,gas,1.0,36.2839,117.7278
Shandong Qingdao Xiaojianxi Landfill Gas,CHN,gas,3.0,36.2806,120.1517
Shandong Xingda Cogen power station,CHN,coal,360.0,37.5858,118.6441
Shandong Zhongtai power station,CHN,coal,300.0,35.8581,117.6958
Shanghai - Huaneng Gas,CHN,gas,1212.0,31.46,121.4
Shanghai Caojing Jinshan,CHN,gas,600.0,30.79,121.45
Shanghai Caojing power station,CHN,coal,2000.0,30.7607,121.4008
Shanghai Gaoqiao power station,CHN,coal,150.0,31.3253,121.5665
Shanghai Jinshan-1 power station,CHN,coal,250.0,30.6984,121.2777
Shanghai Lingang,CHN,gas,1400.0,30.85,121.79
Shanghai Lingang,CHN,gas,1560.0,30.85,121.83
Shangqiu Landfill,CHN,gas,2.0,34.3843,115.5567
Shangwan Cogen power station,CHN,coal,300.0,39.2885,110.1905
Shantou Chenghai Jieyuan Municipal Solid Waste,CHN,gas,15.0,23.546,116.819
Shanwei Haifeng power station,CHN,coal,2000.0,22.7545,115.0426
Shanwei Honghaiwan power station,CHN,coal,2520.0,22.7061,115.5543
Shanxi Coal Yangquan Coal Mine Methane,CHN,gas,30.0,37.4,112.54
Shanxi Guofeng power station,CHN,coal,600.0,37.2278,111.7347
Shanxi Guojin power station,CHN,coal,600.0,37.5476,112.2322
Shanxi Herui Coal Mine Methane,CHN,gas,45.0,35.5858,112.4878
Shanxi Liulin Coal Mine Methane,CHN,gas,12.0,37.0807,110.373
Shanxi Ruiguang power station,CHN,coal,660.0,37.7843,112.72
Shanxi Yangcheng Coal Mine Methane,CHN,gas,16.0,35.12,112.37
Shanxi Yaoguang power station,CHN,coal,400.0,37.2193,112.2895
Shanxi Yuguang power station,CHN,coal,600.0,39.6166,112.7998
Shanxi Zhaoguang Phase 1,CHN,coal,1800.0,36.5545,111.6932
Shaoguan Wastecoal power station,CHN,coal,700.0,24.9354,113.5526
Shaoxing Binhai power station,CHN,coal,800.0,30.2269,120.7176
Shaoxing City Waste Combustion,CHN,gas,48.0,29.515,120.033
Shaqu Phase 1 Coal Mine Methane,CHN,gas,14.0,37.41,110.86
Shaqu Phase 2 Coal Mine Methane,CHN,gas,56.0,37.42,110.85
Shendong Baode power station,CHN,coal,270.0,38.9443,111.1037
Shendong Hequ power station,CHN,coal,700.0,39.4125,111.244
Shenery Wuzhong power station,CHN,coal,700.0,37.9374,106.1396
Shengle Cogen power station,CHN,coal,700.0,40.5637,111.8639
Shengli Dongying power station,CHN,coal,1700.0,37.4013,118.5243
Shenhai power station,CHN,coal,600.0,41.8158,123.4939
Shenhua Anqing power station,CHN,coal,2640.0,30.5411,117.1717
Shenhua Fugu Guojiawan power station,CHN,coal,600.0,39.2226,110.4066
Shenhua Fugu power station,CHN,coal,1200.0,39.2092,110.7858
Shenhua Guohua Jinjie power station,CHN,coal,2400.0,38.7365,110.1661
Shenhua Guoneng Dananhu Power Plant,CHN,coal,600.0,42.7409,93.4452
Shenhua Guoneng Fukang power station,CHN,coal,300.0,44.1339,87.8344
Shenhua Guoneng Hami power station,CHN,coal,2640.0,42.4112,93.0092
Shenhua Hequ power station,CHN,coal,2400.0,39.3829,111.1852
Shenhua Jinjiang power station,CHN,coal,100.0,24.6854,118.453
Shenhua Jiujiang power station,CHN,coal,2104.0,29.8266,116.376
Shenhua Lingzhou power station,CHN,coal,270.0,38.1419,106.5665
Shenhua Shenmu power station,CHN,coal,1530.0,38.9662,110.4584
Shenhua Wanzhou power station,CHN,coal,2000.0,30.6777,108.399
Shenhua Wuhai Xilaifeng power station,CHN,coal,400.0,39.37,106.8927
Shenhua Yili power station,CHN,coal,800.0,40.3614,109.973
Shenhua Yuanyang Lake power station,CHN,coal,1320.0,38.0569,106.691
Shenhua Zhundong Wucaiwan power station,CHN,coal,700.0,44.7955,89.1498
Shenhua Zhunneng power station,CHN,coal,960.0,39.8279,111.2679
Shenhuo Zhundong power station,CHN,coal,1400.0,44.081,88.5887
Shenmu - CLP Coal,CHN,coal,220.0,38.9804,110.4498
Shenmu 2 Coal,CHN,coal,210.0,38.9652,110.4583
Shenmu Jieneng power station,CHN,coal,200.0,39.0121,110.2378
Shenneng Korla power station,CHN,coal,700.0,41.6642,86.2632
Shenzhen Baoan Laohukeng Stage 2,CHN,gas,60.0,22.8386,113.8547
Shenzhen Dongbu,CHN,gas,1116.0,22.57,114.44
Shenzhen East,CHN,gas,1050.0,22.57,114.44
Shenzhen Qianwan,CHN,gas,1170.0,22.51,113.85
Shenzhen Xiaping Landfill,CHN,gas,8.0,22.4833,113.4833
Shidongkou,CHN,gas,1050.0,31.46,121.4
Shidongkou power station,CHN,coal,3820.0,31.4651,121.4048
Shiheng-2 power station,CHN,coal,1890.0,36.2122,116.5136
Shihezi Tianhe power station,CHN,coal,660.0,44.4409,86.0997
Shijiazhuang - Luhua Coal,CHN,coal,660.0,37.9513,114.5131
Shijiazhuang Dongfang-2 Cogen power station,CHN,coal,100.0,38.0943,114.4851
Shijiazhuang Liangcun power station,CHN,coal,660.0,38.006,114.6934
Shimen power station,CHN,coal,1200.0,29.5786,111.394
Shouguang Jvneng Cogen Power Station,CHN,coal,310.0,36.873,118.7706
Shuangliao West power station,CHN,coal,2060.0,43.5282,123.463
Shuangyashan power station,CHN,coal,2040.0,46.5629,131.6684
Shuicheng Mine Coal,CHN,coal,100.0,26.6786,104.8047
Shuidonggou power station,CHN,coal,1200.0,38.2143,106.5439
Shunde Desheng power station,CHN,coal,600.0,22.7993,113.3587
Shunde Oil,CHN,oil,278.0,22.79,113.18
Sichuan Emeishan power station,CHN,coal,270.0,29.4815,103.5875
Sichuan Guangan Caishandong Coal Mine Methane,CHN,gas,15.0,30.47,106.91
Sichuan Guangneng Coal Mine Methane,CHN,gas,21.0,30.4167,106.8733
Singpu Chemicals Taixing power station,CHN,coal,160.0,32.1524,119.9209
Sinopec Anqing power station,CHN,coal,200.0,30.5135,117.019
Sinopec Luoyang Branch power station,CHN,coal,160.0,34.9188,112.5954
Sinopec Yangzi power station,CHN,coal,360.0,32.2534,118.7945
Sinopec Yizheng Plant power station,CHN,coal,240.0,32.2764,119.1061
Siping power station,CHN,coal,550.0,43.153,124.4025
Songhuajiang Coal,CHN,coal,730.0,44.7758,125.8649
Songhuajiang power station,CHN,coal,730.0,43.9085,126.5038
Suizhong power station,CHN,coal,3760.0,40.0793,120.0089
Sujiatun Jinshan power station,CHN,coal,440.0,41.6814,123.3307
Sulige,CHN,gas,350.0,38.54,108.81
Suyuan power station,CHN,coal,150.0,23.8194,106.81
Suzhou - GCL Gas,CHN,gas,360.0,31.3,120.8
Suzhou Dongwu Cogen power station,CHN,coal,50.0,31.2551,120.7633
Suzhou Huiyuan power station,CHN,coal,700.0,33.6546,116.9823
Suzhou Landfill Gas,CHN,gas,2.0,38.5825,117.0037
Suzhou Susheng Cogen power station,CHN,coal,110.0,30.9022,120.672
Taicanggang power station,CHN,coal,1300.0,31.5877,121.2566
Taishan Expansion Coal Power Plant,CHN,coal,2000.0,21.8661,112.9213
Taiyang Mill power station,CHN,coal,340.0,35.5345,116.7983
Taiyuan 1 Coal,CHN,coal,1275.0,37.7808,112.4776
Taiyuan Steel Mill power station,CHN,coal,600.0,37.9194,112.5378
Taiyuan-2 power station,CHN,coal,1260.0,37.987,112.519
Tangshan Sanyou Cogen power station,CHN,coal,150.0,39.2619,118.1893
Tangshan Wangtan power station,CHN,coal,1200.0,39.2002,118.9734
Tangzhai power station,CHN,coal,1200.0,26.8295,106.2656
Tashdian power station,CHN,coal,250.0,41.8038,86.3388
Tengzhou Fuyuan Cogen power station,CHN,coal,48.0,34.925,117.1157
Tengzhou Xinyuan power station,CHN,coal,930.0,35.0676,117.1204
Tianchi Changji Cogen power station,CHN,coal,700.0,44.0044,87.172
Tiandong Kamshing power station,CHN,coal,270.0,23.6485,107.1311
Tianfu East power station,CHN,coal,405.0,44.3073,86.105
Tianfu North power station,CHN,coal,1320.0,44.4404,86.094
Tianfu Shihutan cogen power station,CHN,coal,100.0,44.585,86.0737
Tianfu South power station,CHN,coal,910.0,44.2593,86.108
Tianfu West power station,CHN,coal,505.0,44.3586,86.0449
Tianjin Beijiang power station,CHN,coal,3000.0,39.2193,117.9293
Tianjin Dagang power station,CHN,coal,1312.0,38.7765,117.494
Tianjin Guodian Beitang power station,CHN,coal,700.0,39.0964,117.6442
Tianjin Northeast power station,CHN,coal,660.0,39.2168,117.3544
Tianjin Petrolchemical captive power station,CHN,coal,300.0,38.8195,117.4209
Tianjin Shuangkou Landfill,CHN,gas,5.0,38.57,116.71
Tianlong Mining Fukang Smelting power station,CHN,coal,400.0,44.0992,88.3733
Tianshan Qitai power station,CHN,coal,700.0,44.0516,89.6509
Tianshenggan power station,CHN,coal,660.0,32.0349,120.7526
Tianye power station,CHN,coal,1800.0,44.3562,86.0475
Tianyuan Shandong power station,CHN,coal,600.0,37.0532,117.8757
Tieling power station,CHN,coal,2520.0,42.345,123.803
Toksun Mahatma power station,CHN,coal,600.0,42.8187,87.9606
Tonghua Xuangang power station,CHN,coal,1320.0,38.9146,112.4774
Tongliao power station,CHN,coal,1670.0,43.6704,122.1543
Tongling Guodian power station,CHN,coal,1200.0,31.0711,117.9634
Tongling Wanneng power station,CHN,coal,2600.0,30.8818,117.7644
Tongmei Datang power station,CHN,coal,660.0,39.9796,113.1859
Tongmei Tashan power station,CHN,coal,2520.0,39.9792,113.1887
Tongmei Yongji power station,CHN,coal,1300.0,34.8558,110.4707
Tongzi power station,CHN,coal,1200.0,28.1297,106.8464
Tuoketuo 9-10 Coal,CHN,coal,600.0,40.1892,111.3596
UPM Changshu power station,CHN,coal,100.0,31.7535,121.0051
Ulanhot Xingan-2 power station,CHN,coal,100.0,46.0508,122.0611
United Laboratories Linhe power station,CHN,coal,600.0,40.8137,107.5092
Urumqi Petrochemical power station,CHN,coal,150.0,43.9702,87.7219
Urumuqi Huanpeng power station,CHN,coal,60.0,43.2728,87.1708
WEnergy Maanshan Power Station,CHN,coal,2640.0,31.7375,118.4797
WISCO Qingshan power station,CHN,coal,440.0,30.6387,114.4654
Waigaoqiao power station,CHN,coal,5240.0,31.3536,121.6003
Wangping power station,CHN,coal,440.0,39.7637,112.9252
Wangqu power station,CHN,coal,1200.0,36.3485,113.1921
Wangting Gas,CHN,gas,780.0,31.44,120.44
Wanjie Gaoke Boshan Cogen power station,CHN,coal,70.0,36.4745,117.8435
Wansheng power station,CHN,coal,600.0,28.8401,106.7757
Wantian Coal Mine Coal Mine Methane,CHN,gas,3.0,25.955,104.7881
Wanyuan power station,CHN,coal,600.0,31.3245,107.4914
Weihai Cogen power station,CHN,coal,210.0,37.5125,122.0792
Weihai power station,CHN,coal,1960.0,37.4499,122.2072
Weihe-2 power station,CHN,coal,1200.0,34.4284,108.9113
Weihua Cogen power station,CHN,coal,100.0,37.7053,118.1563
Weilai Energy & Chemical captive power station,CHN,coal,150.0,38.2334,109.4891
Weinan Factory power station,CHN,coal,100.0,34.4977,109.4308
Weiqiao Huji power station,CHN,coal,2640.0,37.3588,117.7772
Weiqiao Town Public Heating power station,CHN,coal,1320.0,37.0255,117.4838
Weiqiao Yangxin power station,CHN,coal,1320.0,37.5765,117.5986
Weiqiao Zhanhua power station,CHN,coal,700.0,38.0226,117.9712
Weiqiao Zouping-1 power station,CHN,coal,2640.0,36.9107,117.7854
Weiqiao Zouping-3 power station,CHN,coal,1200.0,36.9077,117.7741
Weiqiao Zouping-6 power station,CHN,coal,2640.0,36.8979,117.7844
Weiqiao Zouping-7 power station,CHN,coal,2640.0,36.8972,117.8613
Weixin Coal,CHN,coal,1200.0,27.8901,104.8748
Wuda Wuhushan Coal Mine Methane,CHN,gas,7.0,39.505,106.6267
Wuhan - Zhuankou Oil,CHN,oil,180.0,30.47,114.2
Wuhan Ethylene power station,CHN,coal,240.0,30.6529,114.5303
Wuhan Jiangbei West Municipal Solid Waste,CHN,gas,22.0,30.683,113.967
Wuhan Xinzhou Chenjiachong Landfill,CHN,gas,3.0,30.7353,114.5439
Wuhu Zhongdian power station,CHN,coal,1320.0,31.4528,118.3445
Wujiaqu power station,CHN,coal,3640.0,44.2686,87.6881
Wujing power station,CHN,coal,1800.0,31.062,121.4664
Wusitai - Wuda Coal,CHN,coal,112.0,39.4316,106.6717
Wuwei Cogen power station,CHN,coal,700.0,37.9011,102.6859
Wuxi Taohuashan Landfill Gas,CHN,gas,2.0,31.3429,120.1718
Wuxiang power station,CHN,coal,1200.0,36.8228,112.837
XPCC Shihezi Cogen power station,CHN,coal,2120.0,44.4281,86.0936
XiAn Xijiao power station,CHN,coal,100.0,34.2583,108.8451
Xiahuayuan power station,CHN,coal,200.0,40.489,115.2659
Xiamen Dongfu Landfill,CHN,gas,3.0,24.554,117.932
Xiamen Eastern,CHN,gas,12.0,24.722,118.281
Xiamen Songyu power station,CHN,coal,1200.0,24.4468,118.0265
Xiamen Western,CHN,gas,12.0,24.504,117.983
Xiamen power station,CHN,coal,92.0,24.5718,118.029
Xiangfan power station,CHN,coal,2400.0,31.9122,112.1662
Xiangtan power station,CHN,coal,1800.0,27.8287,112.9961
Xiaolongtan power station,CHN,coal,600.0,23.8377,103.1964
Xiaoshan,CHN,gas,800.0,30.05,120.23
Xibaipo power station,CHN,coal,2400.0,38.2451,114.2149
Xihai-2 power station,CHN,coal,270.0,36.9743,100.9106
Xinfa Xiwang power station,CHN,coal,465.0,36.615,116.2192
Xingning Coal,CHN,coal,270.0,24.2831,115.7064
Xingtai Cogen power station,CHN,coal,700.0,36.97,114.624
Xingtai power station,CHN,coal,600.0,37.0089,114.4842
Xingyang Integration power station,CHN,coal,1260.0,34.8246,113.3676
Xingyi power station,CHN,coal,1200.0,25.2603,104.856
Xinhai power station,CHN,coal,2660.0,34.5782,119.1275
Xinhui Shuangshui power station-2,CHN,coal,300.0,22.446,113.0
Xining Aiyuan Landfill,CHN,gas,2.0,36.6041,101.7295
Xinjiang Dahuangshan Coal Mine Methane,CHN,gas,8.0,44.04,88.64
Xinjiang Guanghui power station,CHN,coal,270.0,43.7064,94.9858
Xinjiang Joinworld power station,CHN,coal,300.0,44.1268,88.0628
Xinjiang Qiya Smelter power station,CHN,coal,2160.0,44.8594,89.0243
Xinjiang Zhongtai Fukang Energy power station,CHN,coal,300.0,44.1269,87.7725
Xinjiang Zhongtai Fukang Metallurgy Power Station,CHN,coal,600.0,44.081,88.5889
Xinjiang Zhongtai Huatai power station,CHN,coal,300.0,43.9429,87.6641
Xinxiang Baoshan power station,CHN,coal,1320.0,35.3268,113.4906
Xinxiang Huayu power station,CHN,coal,660.0,35.4055,113.9292
Xinyuan Aluminum power station,CHN,coal,3960.0,36.6148,116.2194
Xinyuan Coal,CHN,coal,30.0,31.893,121.2093
Xinyuan power station,CHN,coal,110.0,35.1969,109.5941
Xinyuanjieneng Qingshuichuan power station,CHN,coal,600.0,39.1805,111.0845
Xishan Cogen power station,CHN,coal,150.0,37.8294,112.418
Xishan Gujiao power station,CHN,coal,2460.0,37.8915,112.0886
Xishui Erlang power station,CHN,coal,1320.0,28.1634,106.3528
Xishui power station,CHN,coal,540.0,28.3567,106.1975
Xixia Ningxia power station,CHN,coal,1100.0,38.4439,106.1258
Xuanhua power station,CHN,coal,600.0,40.5799,115.0733
Xuanwei power station,CHN,coal,1800.0,26.1872,104.1106
Xuchang Yulong power station,CHN,coal,2020.0,34.1748,113.3581
Xunjiansi power station,CHN,coal,735.0,23.9584,103.1891
Xuzhou - GCL Coal,CHN,coal,60.0,34.3045,117.3083
Xuzhou Chacheng power station,CHN,coal,270.0,34.403,117.1348
Xuzhou Huamei power station,CHN,coal,700.0,34.3412,117.1048
Xuzhou Pengcheng power station,CHN,coal,3340.0,34.3781,117.1763
Yangcheng power station,CHN,coal,3300.0,35.467,112.5739
Yangmei-3 power station,CHN,coal,130.0,37.861,113.4423
Yangpu Gas,CHN,gas,444.0,19.72,109.18
Yangquan Coal Mine Methane,CHN,gas,90.0,38.31,112.54
Yangquan Nanmei Coalmine Methane,CHN,gas,12.0,37.8342,113.5625
Yangquan Yinying Coal Mine Methane,CHN,gas,5.0,37.8,113.5
Yangquan-2 power station,CHN,coal,1280.0,37.7745,113.6262
Yangshan Coal,CHN,coal,185.0,24.612,112.5412
Yangxi Zhujiang power station,CHN,coal,2520.0,21.5426,111.6703
Yangzhou City Waste Incineration,CHN,gas,18.0,34.4622,119.305
Yangzhou Mill power station,CHN,coal,122.0,32.2648,119.4114
Yangzhou-1 power station,CHN,coal,660.0,32.4299,119.4742
Yangzhou-2 power station,CHN,coal,2460.0,32.2684,119.4193
Yangzonghai power station,CHN,coal,1000.0,24.9622,103.0277
Yanzhou Mine Jisan power station,CHN,coal,270.0,35.2683,116.6598
Yaomeng power station,CHN,coal,2160.0,33.7375,113.2419
Yaxi power station,CHN,coal,1200.0,27.5785,106.6552
Yemazhai power station,CHN,coal,600.0,26.6786,104.8047
Yichang East power station,CHN,coal,600.0,30.3269,111.4904
Yichang Huangjiawan Landfill,CHN,gas,1.0,30.7567,111.3222
Yichang Xiaoting power station,CHN,coal,700.0,30.4969,111.4421
Yichuan Longquan Kim Hyung power station,CHN,coal,1320.0,34.4146,112.5011
Yichuan-3 power station,CHN,coal,900.0,34.4156,112.5561
Yihua Wucaiwan power station,CHN,coal,660.0,44.8931,89.2476
Yima Gezha power station,CHN,coal,310.0,34.7217,111.88
Yinchuan power station,CHN,coal,60.0,38.4677,106.2289
Yining Coal,CHN,coal,700.0,43.9492,81.4757
Yinxing power station,CHN,coal,1320.0,37.7274,106.7409
Yixing - Guoxing Gas,CHN,coal,800.0,31.3976,119.8273
Yixing - Union 1-4 Coal,CHN,coal,150.0,31.3929,119.8291
Yixing Cogen power station,CHN,coal,120.0,31.3701,119.7727
Yixing Xielian power station,CHN,coal,270.0,31.3962,119.8283
Yiyang power station,CHN,coal,1920.0,28.5971,112.2683
Yizhuang,CHN,gas,150.0,39.78,116.5
Yongan power station,CHN,coal,600.0,26.0036,117.3798
Yongcheng Coal,CHN,coal,600.0,33.9284,116.5501
Yongcheng Xuehu Coal Mine Methane,CHN,gas,1.0,34.1236,116.4497
Yongchuan Songgai power station,CHN,coal,270.0,29.0555,105.8844
Yonghao Waste Coal power station,CHN,coal,100.0,39.6103,112.7999
Yongkang Waste Incineration,CHN,gas,15.0,28.7586,119.8944
Yongxing Coal,CHN,coal,120.0,26.1796,113.0401
Youyu power station,CHN,coal,660.0,39.8663,112.5117
Yuci power station,CHN,coal,660.0,37.6268,112.7478
